Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:02:31] 	2.110	+0.060	+2.9	11	2.110	2.120	87	2.120	2.080
[13:57:25] 	2.080	+0.030	+1.5	35	2.080	2.090	11	2.120	2.070
[13:58:44] 	2.080	+0.030	+1.5	35	2.080	2.090	15	2.120	2.070
[14:01:07] 	2.080	+0.030	+1.5	36	2.080	2.090	15	2.120	2.070
[14:04:48] 	2.080	+0.030	+1.5	128	2.080	2.090	15	2.120	2.070
[14:08:24] 	2.090	+0.040	+2.0	128	2.080	2.090	12	2.120	2.070
[14:09:38] 	2.090	+0.040	+2.0	130	2.080	2.090	2	2.120	2.070
[14:17:17] 	2.090	+0.040	+2.0	133	2.080	2.090	2	2.120	2.070
[14:19:06] 	2.090	+0.040	+2.0	138	2.080	2.090	2	2.120	2.070
[14:22:11] 	2.090	+0.040	+2.0	133	2.080	2.090	2	2.120	2.070
[14:23:21] 	2.090	+0.040	+2.0	5	2.090	2.100	19	2.120	2.070
[14:27:27] 	2.090	+0.040	+2.0	8	2.090	2.100	19	2.120	2.070
[14:28:40] 	2.100	+0.050	+2.4	1	2.100	2.110	99	2.120	2.070
[14:31:08] 	2.100	+0.050	+2.4	8	2.090	2.100	5	2.120	2.070
[14:33:40] 	2.100	+0.050	+2.4	8	2.090	2.100	93	2.120	2.070
[14:34:33] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:35:32] 	2.100	+0.050	+2.4	8	2.090	2.100	93	2.120	2.070
[14:41:04] 	2.090	+0.040	+2.0	48	2.080	2.100	93	2.120	2.070
[14:41:32] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:42:48] 	2.090	+0.040	+2.0	48	2.080	2.100	93	2.120	2.070
[14:44:43] 	2.090	+0.040	+2.0	52	2.080	2.090	1	2.120	2.070
[14:45:16] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:45:52] 	2.090	+0.040	+2.0	52	2.080	2.090	1	2.120	2.070
[14:49:29] 	2.090	+0.040	+2.0	54	2.080	2.090	89	2.120	2.070
[14:52:55] 	2.090	+0.040	+2.0	58	2.080	2.090	89	2.120	2.070
[14:55:23] 	2.090	+0.040	+2.0	58	2.080	2.090	85	2.120	2.070
[14:58:53] 	2.090	+0.040	+2.0	58	2.080	2.100	98	2.120	2.070
[15:00:01] 	2.090	+0.040	+2.0	58	2.080	2.100	103	2.120	2.070
[15:00:49] 	2.090	+0.040	+2.0	58	2.080	2.090	40	2.120	2.070
[15:14:42] 	2.080	+0.030	+1.5	33	2.080	2.090	40	2.120	2.070
[15:16:01] 	2.080	+0.030	+1.5	31	2.080	2.090	40	2.120	2.070
[15:20:16] 	2.080	+0.030	+1.5	26	2.080	2.100	98	2.120	2.070
[15:21:38] 	2.080	+0.030	+1.5	94	2.070	2.090	1	2.120	2.070
[15:24:06] 	2.080	+0.030	+1.5	94	2.070	2.090	6	2.120	2.070
[15:25:20] 	2.080	+0.030	+1.5	99	2.070	2.090	6	2.120	2.070
[15:26:30] 	2.080	+0.030	+1.5	99	2.070	2.090	9	2.120	2.070
[15:27:38] 	2.080	+0.030	+1.5	100	2.070	2.090	9	2.120	2.070
[15:32:18] 	2.080	+0.030	+1.5	2	2.080	2.090	9	2.120	2.070
[15:33:27] 	2.080	+0.030	+1.5	100	2.070	2.090	9	2.120	2.070
[15:34:34] 	2.080	+0.030	+1.5	100	2.070	2.080	5	2.120	2.070
[15:39:06] 	2.080	+0.030	+1.5	5	2.080	2.090	97	2.120	2.070
[15:40:14] 	2.080	+0.030	+1.5	100	2.070	2.090	9	2.120	2.070
[15:41:22] 	2.080	+0.030	+1.5	100	2.070	2.080	4	2.120	2.070
[15:47:17] 	2.080	+0.030	+1.5	101	2.070	2.080	4	2.120	2.070
[15:49:56] 	2.080	+0.030	+1.5	101	2.070	2.080	3	2.120	2.070
[15:57:32] 	2.080	+0.030	+1.5	67	2.080	2.090	9	2.120	2.070
[16:03:33] 	2.080	+0.030	+1.5	67	2.080	2.090	10	2.120	2.070
[16:07:28] 	2.080	+0.030	+1.5	68	2.080	2.090	10	2.120	2.070
[16:10:34] 	2.080	+0.030	+1.5	68	2.080	2.090	16	2.120	2.070
[16:22:39] 	2.090	+0.040	+2.0	68	2.080	2.090	14	2.120	2.070
[16:30:19] 	2.080	+0.030	+1.5	62	2.080	2.090	24	2.120	2.070
[16:34:48] 	2.080	+0.030	+1.5	62	2.080	2.090	29	2.120	2.070
[16:36:26] 	2.080	+0.030	+1.5	60	2.080	2.090	29	2.120	2.070
[16:38:01] 	2.080	+0.030	+1.5	59	2.080	2.090	29	2.120	2.070
[16:40:02] 	2.080	+0.030	+1.5	55	2.080	2.090	29	2.120	2.070
[16:41:31] 	2.080	+0.030	+1.5	45	2.080	2.090	29	2.120	2.070
[16:46:43] 	2.080	+0.030	+1.5	46	2.080	2.090	31	2.120	2.070
[16:48:57] 	2.090	+0.040	+2.0	46	2.080	2.090	26	2.120	2.070
[16:49:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[16:52:31] 	2.080	+0.030	+1.5	47	2.080	2.090	26	2.120	2.070
[16:54:39] 	2.090	+0.040	+2.0	88	2.090	2.100	31	2.120	2.070
[17:00:03] 	2.100	+0.050	+2.4	8	2.080	2.100	30	2.120	2.070
[17:01:49] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[17:03:13] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:03:59] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[17:09:02] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:10:45] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[17:11:05] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:11:51] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[17:11:57] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:13:29] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[18:06:35] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[18:07:59] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[18:27:37] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[18:28:20] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[18:34:49] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[18:35:21] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[18:39:44] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[18:40:48] 	2.100	+0.050	+2.4	8	2.080	2.090	4	2.120	2.070
[10:07:43] 	2.090	-0.010	-0.5	6	2.080	2.100	115	2.090	2.090
